County,CountyName,clinton,dole,other,perot,totalvotes,dPct,rPct,otherPct,dDRPct,rDRPct,leanD,leanR
1089,Madison,42259,50390,772,7437,100858,0.418995022705,0.499613317734,0.00765432588392,0.456119332103,0.543880667897,0.838638618774,1.19240871767
1091,Marengo,4899,4013,45,337,9294,0.527114267269,0.431783946632,0.00484183344093,0.549708258528,0.450291741472,1.22078245701,0.819146764646
1093,Marion,5049,4742,60,979,10830,0.46620498615,0.437857802401,0.00554016620499,0.51567766316,0.48432233684,1.06474061577,0.939195880372
1095,Marshall,8722,12323,105,2150,23300,0.374334763948,0.528884120172,0.00450643776824,0.414445236398,0.585554763602,0.707782195894,1.41286402201
1097,Mobile,54749,66775,1024,7555,130103,0.420812740675,0.513247196452,0.00787068707101,0.450520061881,0.549479938119,0.81990265818,1.21965698004
1099,Monroe,3815,4382,15,486,8698,0.438606576224,0.503793975627,0.00172453437572,0.465414175918,0.534585824082,0.870607028754,1.14862385321
1101,Montgomery,38382,37784,542,2036,78744,0.487427613532,0.479833384131,0.00688306410647,0.503925636111,0.496074363889,1.015826805,0.984419780105
1103,Morgan,14616,21765,284,3348,40013,0.365281283583,0.54394821683,0.00709769324969,0.401748165251,0.598251834749,0.671536871123,1.48912151067
1105,Perry,4053,1703,28,119,5903,0.686600033881,0.288497374217,0.00474335083856,0.704134815844,0.295865184156,2.37991779213,0.420182580804
1107,Pickens,4018,3322,30,403,7773,0.516917535057,0.427376817188,0.00385951370127,0.547411444142,0.452588555858,1.20951234196,0.826779492285
1109,Pike,4514,5281,43,503,10341,0.436514843826,0.510685620346,0.00415820520259,0.460847371108,0.539152628892,0.854762355614,1.16991581746
1111,Randolph,3023,3304,39,603,6969,0.433778160425,0.474099583871,0.00559621179509,0.477793583057,0.522206416943,0.91495157385,1.09295401919
1113,Russell,7834,5025,44,792,13695,0.572033588901,0.366922234392,0.00321285140562,0.609223112217,0.390776887783,1.55900497512,0.641434771509
1115,St. Clair,6187,12762,123,1417,20489,0.301966909073,0.622870808727,0.00600322124067,0.326507995145,0.673492004855,0.484798620906,2.06271213835
1117,Shelby,11280,37090,368,2035,50773,0.22216532409,0.730506371497,0.00724794674335,0.233202398181,0.766797601819,0.304125101105,3.28812056738
1119,Sumter,4706,1561,17,172,6456,0.728934324659,0.241790582404,0.0026332094176,0.750917504388,0.249082495612,3.01473414478,0.331704207395
1121,Talladega,10385,10931,127,1335,22778,0.455922381245,0.479892879094,0.00557555536044,0.487192719084,0.512807280916,0.950050315616,1.05257583052
1123,Tallapoosa,6071,7627,79,1038,14815,0.409787377658,0.514816064799,0.00533243334458,0.443203387356,0.556796612644,0.79598793759,1.25630044474
1125,Tuscaloosa,23067,27939,328,3048,54382,0.424166084366,0.513754551138,0.00603140745099,0.452240912834,0.547759087166,0.825620100934,1.21121082065
1127,Walker,12929,9837,161,2012,24939,0.518424956895,0.394442439553,0.00645575203497,0.567908284284,0.432091715716,1.3143234726,0.760847706706
1129,Washington,3935,2900,43,819,7697,0.511238144732,0.376770170196,0.00558659217877,0.575713240673,0.424286759327,1.35689655172,0.736975857687
1131,Wilcox,3303,1454,19,71,4847,0.681452444811,0.299979368682,0.00391995048484,0.694345175531,0.305654824469,2.27166437414,0.440205873448
1133,Winston,3120,4728,56,723,8627,0.361655268344,0.548046829721,0.00649124840617,0.39755351682,0.60244648318,0.659898477157,1.51538461538
4001,Apache,12394,4761,233,1296,18684,0.663348319418,0.254816955684,0.0124705630486,0.722471582629,0.277528417371,2.60323461458,0.38413748588
4003,Cochise,13782,14365,430,3346,31923,0.431726341509,0.449989036118,0.0134699119757,0.489643656518,0.510356343482,0.959415245388,1.04230155275
4005,Coconino,20475,13638,743,3666,38522,0.53151445927,0.354031462541,0.0192876797674,0.600211063231,0.399788936769,1.50131984162,0.666080586081
4007,Gila,8577,6407,216,2211,17411,0.492619608294,0.367985756131,0.0124059502613,0.572410571276,0.427589428724,1.33869205556,0.746997784773
4009,Graham,3938,4222,102,1034,9296,0.423623063683,0.45417383821,0.0109724612737,0.482598039216,0.517401960784,0.932733301753,1.07211782631
4011,Greenlee,1755,1159,53,426,3393,0.51724137931,0.341585617448,0.0156203949307,0.602264927934,0.397735072066,1.5142364107,0.660398860399
4012,La Paz,1964,1902,30,597,4493,0.437124415758,0.423325172491,0.00667705319386,0.508018623901,0.491981376099,1.03259726604,0.968431771894
4013,Maricopa,363991,386015,8947,58479,817432,0.445285968741,0.472228882647,0.0109452529385,0.485317450794,0.514682549206,0.942945222336,1.06050699056
4015,Mohave,16629,17997,538,6369,41533,0.400380420389,0.433318084415,0.0129535550045,0.480246057876,0.519753942124,0.923987331222,1.08226592098
4017,Navajo,12912,9262,303,2461,24938,0.517764054856,0.371401074665,0.0121501323282,0.582303598809,0.417696401191,1.39408335133,0.717317224287
4019,Pima,137983,104121,3639,18809,264552,0.521572318486,0.393574798149,0.013755329765,0.569932756171,0.430067243829,1.32521777547,0.754592957103
4021,Pinal,19579,13034,310,3972,36895,0.53066811221,0.353272801193,0.00840222252338,0.600343421335,0.399656578665,1.50214822771,0.665713264212
4023,Santa Cruz,5241,2256,70,600,8167,0.641728909024,0.276233623117,0.00857107873148,0.699079631853,0.300920368147,2.32313829787,0.430452203778
4025,Yavapai,21801,29921,1124,6649,59495,0.366434154131,0.502916211446,0.0188923438944,0.421503422141,0.578496577859,0.728618695899,1.3724599789
4027,Yuma,12267,13013,234,2157,27671,0.443316107116,0.470275739944,0.00845650681219,0.485245253165,0.514754746835,0.942672711903,1.06081356485
5001,Arkansas,4220,1910,105,463,6698,0.630038817557,0.285159749179,0.0156763212899,0.688417618271,0.311582381729,2.20942408377,0.452606635071
5003,Ashley,5011,2428,138,704,8281,0.605120154571,0.29320130419,0.0166646540273,0.67361204463,0.32638795537,2.06383855025,0.484534025145
5005,Baxter,6703,6877,353,1572,15505,0.432312157369,0.44353434376,0.0227668494034,0.493593519882,0.506406480118,0.974698269594,1.02595852603
5007,Benton,17205,23748,668,4147,45768,0.375917671736,0.518877818563,0.0145953504632,0.420115742436,0.579884257564,0.724482061647,1.38029642546
5009,Boone,5745,6093,292,1132,13262,0.433192580305,0.45943296637,0.0220177952043,0.485301571211,0.514698428789,0.942885278188,1.06057441253
5011,Bradley,2566,1146,35,221,3968,0.646673387097,0.288810483871,0.00882056451613,0.691271551724,0.308728448276,2.23909249564,0.446609508963
5013,Calhoun,1306,727,22,237,2292,0.569808027923,0.317190226876,0.00959860383944,0.642400393507,0.357599606493,1.79642365887,0.556661562021
5015,Carroll,3689,3957,191,986,8823,0.418111753372,0.448486909215,0.0216479655446,0.482474496469,0.517525503531,0.932271923174,1.0726484142
5017,Chicot,3090,1056,19,233,4398,0.702592087312,0.240109140518,0.00432014552069,0.745296671491,0.254703328509,2.92613636364,0.341747572816
5019,Clark,5281,2112,162,567,8122,0.650209308052,0.260034474267,0.0199458261512,0.714324360882,0.285675639118,2.50047348485,0.39992425677
5021,Clay,3848,1512,39,464,5863,0.656319290466,0.25788845301,0.00665188470067,0.717910447761,0.282089552239,2.54497354497,0.392931392931
5023,Cleburne,4475,3807,161,1021,9464,0.472844463229,0.402261200338,0.0170118343195,0.540328423086,0.459671576914,1.17546624639,0.850726256983
5025,Cleveland,1741,990,25,268,3024,0.575727513228,0.327380952381,0.0082671957672,0.637495422922,0.362504577078,1.75858585859,0.568638713383
5027,Columbia,4730,3376,198,678,8982,0.526608773102,0.375862836785,0.0220440881764,0.583518381446,0.416481618554,1.40106635071,0.713742071882
5029,Conway,4055,2307,174,746,7282,0.556852513046,0.316808569074,0.0238945344686,0.637378182961,0.362621817039,1.75769397486,0.568927250308
5031,Craighead,13284,9210,310,1778,24582,0.540395411277,0.374664388577,0.01261085347,0.590557481995,0.409442518005,1.44234527687,0.693315266486
5033,Crawford,6749,7182,200,1683,15814,0.426773744783,0.454154546604,0.0126470216264,0.484459119948,0.515540880052,0.939710387079,1.06415765299
5035,Crittenden,8415,4673,594,554,14236,0.591107052543,0.328252318067,0.0417252037089,0.642955378973,0.357044621027,1.80077038305,0.55531788473
5037,Cross,3631,2000,63,466,6160,0.589448051948,0.324675324675,0.0102272727273,0.644823299592,0.355176700408,1.8155,0.550812448361
5039,Dallas,2118,1041,40,236,3435,0.616593886463,0.303056768559,0.0116448326055,0.670465337132,0.329534662868,2.03458213256,0.491501416431
5041,Desha,3230,978,98,247,4553,0.709422358884,0.214803426312,0.0215242697123,0.767585551331,0.232414448669,3.30265848671,0.302786377709
5043,Drew,3570,1657,53,395,5675,0.629074889868,0.291982378855,0.00933920704846,0.682992156112,0.317007843888,2.15449607725,0.464145658263
5045,Faulkner,12032,10178,385,1528,24123,0.498777100692,0.421920988268,0.015959872321,0.541737955876,0.458262044124,1.18215759481,0.845910904255
5047,Franklin,3269,2246,47,626,6188,0.528280542986,0.362960568843,0.00759534583064,0.59274705349,0.40725294651,1.45547640249,0.687060263077
5049,Fulton,2361,1351,56,455,4223,0.55908122188,0.319914752546,0.0132607151314,0.636045258621,0.363954741379,1.74759437454,0.572215163066
5051,Garland,19211,13662,564,2769,36206,0.530602662542,0.377340772248,0.0155775285864,0.584400571898,0.415599428102,1.40616308008,0.711155067409
5053,Grant,2948,1925,106,557,5536,0.532514450867,0.347723988439,0.0191473988439,0.604966139955,0.395033860045,1.53142857143,0.652985074627
5055,Greene,6622,3757,102,1014,11495,0.576076555024,0.326837755546,0.00887342322749,0.638019076982,0.361980923018,1.76257652382,0.567351253398
5057,Hempstead,4983,2021,46,501,7551,0.659912594358,0.267646669315,0.00609190835651,0.711450599657,0.288549400343,2.46561108362,0.405578968493
5059,Hot Spring,6002,2864,166,1123,10155,0.591038897095,0.282028557361,0.0163466272772,0.676968193097,0.323031806903,2.09567039106,0.477174275242
5061,Howard,2741,1478,44,369,4632,0.591753022453,0.31908462867,0.00949913644214,0.649680018962,0.350319981038,1.85453315291,0.539219263043
5063,Independence,6240,4021,241,1126,11628,0.536635706914,0.345803233574,0.0207258341933,0.608127862781,0.391872137219,1.55185277294,0.644391025641
5065,Izard,2818,1678,76,541,5113,0.551144142382,0.328183062781,0.0148640719734,0.626779359431,0.373220640569,1.67938021454,0.595457771469
5067,Jackson,4304,1525,60,611,6500,0.662153846154,0.234615384615,0.00923076923077,0.738377080117,0.261622919883,2.82229508197,0.354321561338
5069,Jefferson,19701,6330,362,1284,27677,0.711818477436,0.228709759006,0.0130794522528,0.756828396911,0.243171603089,3.11232227488,0.321303487133
5071,Johnson,3585,2367,124,757,6833,0.524659739499,0.346407141812,0.018147226694,0.602318548387,0.397681451613,1.51457541191,0.660251046025
5073,Lafayette,2466,971,34,374,3845,0.641352405722,0.252535760728,0.00884265279584,0.717486179808,0.282513820192,2.53964984552,0.393755068938
5075,Lawrence,3652,1823,57,609,6141,0.594691418336,0.296857189383,0.00928187591597,0.66703196347,0.33296803653,2.00329127811,0.499178532311
5077,Lee,3267,1013,16,257,4553,0.717548868878,0.222490665495,0.00351416648364,0.763317757009,0.236682242991,3.22507403751,0.310070400979
5079,Lincoln,2517,907,23,221,3668,0.686205016358,0.247273718648,0.00627044711014,0.735105140187,0.264894859813,2.77508269019,0.360349622567
5081,Little River,3183,1409,40,480,5112,0.62265258216,0.275625978091,0.00782472613459,0.693162020906,0.306837979094,2.2590489709,0.442664153314
5083,Logan,3832,2966,156,1048,8002,0.47888027993,0.370657335666,0.0194951262184,0.563695204472,0.436304795528,1.29197572488,0.774008350731
5085,Lonoke,8049,6414,224,1369,16056,0.501307922272,0.399476831091,0.0139511709018,0.556523542833,0.443476457167,1.2549111319,0.796869176295
5087,Madison,2504,2303,87,461,5355,0.467600373483,0.430065359477,0.0162464985994,0.52090701061,0.47909298939,1.08727746418,0.919728434505
5089,Marion,2735,2312,314,764,6125,0.446530612245,0.377469387755,0.0512653061224,0.541906082821,0.458093917179,1.18295847751,0.84533820841
5091,Miller,6469,4874,120,1043,12506,0.517271709579,0.389732928194,0.00959539421078,0.570307678745,0.429692321255,1.32724661469,0.7534394806
5093,Mississippi,8301,3919,111,1016,13347,0.621937514048,0.293624035364,0.0083164756125,0.679296235679,0.320703764321,2.11814238326,0.47211179376
5095,Monroe,2247,973,36,202,3458,0.64979757085,0.281376518219,0.0104106419896,0.697826086957,0.302173913043,2.30935251799,0.433021806854
5097,Montgomery,1830,1137,66,427,3460,0.528901734104,0.328612716763,0.0190751445087,0.61678463094,0.38321536906,1.60949868074,0.62131147541
5099,Nevada,2279,976,50,345,3650,0.624383561644,0.267397260274,0.013698630137,0.700153609831,0.299846390169,2.33504098361,0.428258007898
5101,Newton,1631,1927,98,498,4154,0.392633606163,0.463890226288,0.0235917188252,0.458403597527,0.541596402473,0.846393357551,1.1814837523
5103,Ouachita,6635,3136,105,733,10609,0.62541238571,0.295598077104,0.0098972570459,0.679050250742,0.320949749258,2.11575255102,0.472645064054
5105,Perry,1873,1143,71,395,3482,0.537909247559,0.328259620908,0.0203905801264,0.621021220159,0.378978779841,1.63867016623,0.61025093433
5107,Phillips,5715,2205,189,461,8570,0.666861143524,0.257292882147,0.0220536756126,0.721590909091,0.278409090909,2.59183673469,0.385826771654
5109,Pike,2362,1401,59,441,4263,0.554069903824,0.328641801548,0.0138400187661,0.627690672336,0.372309327664,1.68593861527,0.593141405588
5111,Poinsett,4686,2034,60,647,7427,0.63094116063,0.273865625421,0.00807863201831,0.697321428571,0.302678571429,2.30383480826,0.434058898848
5113,Polk,2824,2852,127,876,6679,0.422817787094,0.427010031442,0.0190148225782,0.497533474278,0.502466525722,0.990182328191,1.00991501416
5115,Pope,8433,8243,273,1891,18840,0.447611464968,0.437526539278,0.0144904458599,0.505696809787,0.494303190213,1.02304986049,0.977469465196
5117,Prairie,2211,1025,34,305,3575,0.618461538462,0.286713286713,0.00951048951049,0.68325092707,0.31674907293,2.15707317073,0.463591135233
5119,Pulaski,75084,44780,1855,6014,127733,0.587819905584,0.350575027597,0.0145224804866,0.626409931255,0.373590068745,1.67673068334,0.596398700123
5121,Randolph,3213,1789,70,561,5633,0.570388780401,0.317592756968,0.0124267708148,0.642343062775,0.357656937225,1.79597540525,0.556800497977
5123,St. Francis,5562,2523,53,506,8644,0.643452105507,0.291878759833,0.00613142063859,0.687940630798,0.312059369202,2.20451843044,0.453613807983
5125,Saline,14027,11695,351,2612,28685,0.48900122015,0.407704375109,0.0122363604671,0.545330845191,0.454669154809,1.19940145361,0.833749197975
5127,Scott,2259,1426,99,513,4297,0.525715615546,0.331859436816,0.023039329765,0.61302578019,0.38697421981,1.58415147265,0.631252766711
5129,Searcy,1669,1786,133,381,3969,0.420508944318,0.449987402368,0.0335097001764,0.483068017366,0.516931982634,0.934490481523,1.0701018574
5131,Sebastian,15514,16482,451,2899,35346,0.438918123692,0.466304532337,0.0127595767555,0.484873109139,0.515126890861,0.941269263439,1.0623952559
5133,Sevier,2553,1379,47,446,4425,0.576949152542,0.311638418079,0.0106214689266,0.649287894201,0.350712105799,1.85134155185,0.540148844497
5135,Sharp,3573,2635,75,687,6970,0.51262553802,0.378048780488,0.0107604017217,0.575547680412,0.424452319588,1.3559772296,0.737475510775
5137,Stone,2227,1526,109,579,4441,0.501463634317,0.343616302635,0.0245440216168,0.593391953104,0.406608046896,1.45937090433,0.685226762461
5139,Union,8373,6053,441,1073,15940,0.525282308657,0.37973651192,0.0276662484316,0.580410370165,0.419589629835,1.38328101768,0.722918906007
5141,Van Buren,3521,2345,105,830,6801,0.51771798265,0.344802234965,0.0154389060432,0.600238663484,0.399761336516,1.50149253731,0.666003976143
5143,Washington,20419,19476,939,3133,43967,0.464416494189,0.442968590079,0.021356926786,0.511818523625,0.488181476375,1.04841856644,0.953817522895
5145,White,10204,8659,300,1828,20991,0.486113096089,0.412510123386,0.0142918393597,0.540953188782,0.459046811218,1.1784270701,0.84858878871
5147,Woodruff,2044,598,24,186,2852,0.716690042076,0.209677419355,0.00841514726508,0.773656320969,0.226343679031,3.41806020067,0.292563600783
5149,Yell,3749,2111,70,714,6644,0.564268512944,0.317730282962,0.0105358217941,0.63976109215,0.36023890785,1.77593557556,0.56308348893
6001,Alameda,303903,106581,27290,24270,462044,0.657736059769,0.230672836353,0.0590636389608,0.740352851755,0.259647148245,2.85138064008,0.350707298052
6003,Alpine,258,264,29,63,614,0.420195439739,0.42996742671,0.0472312703583,0.494252873563,0.505747126437,0.977272727273,1.02325581395
6005,Amador,5868,6870,447,1267,14452,0.406033766953,0.475366731248,0.03092997509,0.460668864814,0.539331135186,0.854148471616,1.17075664622
6007,Butte,30651,38961,3545,6393,79550,0.385304839723,0.48976744186,0.044563167819,0.44031201517,0.55968798483,0.78670978671,1.27111676617
6009,Calaveras,6646,8279,669,1612,17206,0.386260606765,0.481169359526,0.0388817854237,0.445293132328,0.554706867672,0.802753955792,1.24571170629
6011,Colusa,2054,3047,107,404,5612,0.366001425517,0.542943692088,0.0190662865289,0.402666143893,0.597333856107,0.674105677716,1.48344693281
6013,Contra Costa,196512,123954,11720,20416,352602,0.55731958412,0.351540830738,0.0332386089699,0.613207017281,0.386792982719,1.58536231183,0.630770639961
6015,Del Norte,3652,3670,342,1225,8889,0.410844864439,0.412869839127,0.0384745190685,0.498770827643,0.501229172357,0.995095367847,1.00492880613
6017,El Dorado,22957,32759,2403,5077,63196,0.363266662447,0.518371415912,0.0380245585164,0.412036039917,0.587963960083,0.700784517232,1.42697216535
6019,Fresno,94448,98813,4170,10962,208393,0.453220597621,0.474166598686,0.0200102690589,0.48870698175,0.51129301825,0.955825650471,1.04621590717
6021,Glenn,2841,5041,196,788,8866,0.320437626889,0.568576584706,0.0221069253327,0.360441512307,0.639558487693,0.563578655029,1.77437521999
6023,Humboldt,24628,19803,5515,5811,55757,0.441702387144,0.355166167477,0.0989113474541,0.554297675047,0.445702324953,1.24364995203,0.804084781549
6025,Imperial,14591,9705,326,1778,26400,0.552689393939,0.367613636364,0.0123484848485,0.600551531116,0.399448468884,1.50345182895,0.665136042766
6027,Inyo,2601,3924,233,811,7569,0.343638525565,0.518430439952,0.0307834588453,0.398620689655,0.601379310345,0.662844036697,1.50865051903
6029,Kern,62658,92151,3130,13452,171391,0.365585124073,0.53766533832,0.0182623358286,0.404743910238,0.595256089762,0.67994921379,1.47069807527
6031,Kings,11254,12368,448,1745,25815,0.435948092194,0.479101297695,0.0173542514042,0.476420286174,0.523579713826,0.909928848642,1.09898702683
6033,Lake,10432,7458,906,2539,21335,0.488961799859,0.349566440122,0.0424654323881,0.583119060928,0.416880939072,1.39876642532,0.714915644172
6035,Lassen,3318,5194,283,1080,9875,0.336,0.525974683544,0.0286582278481,0.389802631579,0.610197368421,0.638814016173,1.56540084388
6037,Los Angeles,1430629,746544,76089,157752,2411014,0.593372332139,0.309639014954,0.0315589208524,0.657103960044,0.342896039956,1.91633580874,0.52182920939
6039,Madera,11254,16510,706,2192,30662,0.367034113887,0.53845150349,0.0230252429718,0.405345051145,0.594654948855,0.681647486372,1.46703394349
6041,Marin,67406,32714,9461,6559,116140,0.580385741347,0.281677286034,0.0814620285862,0.673252097483,0.326747902517,2.06046341016,0.485327715634
6043,Mariposa,2920,3976,324,729,7949,0.367341804001,0.500188702982,0.0407598440055,0.42343387471,0.57656612529,0.734406438632,1.36164383562
6045,Mendocino,14952,9765,4290,3685,32692,0.457359598679,0.298696928912,0.131224764468,0.604927782498,0.395072217502,1.5311827957,0.65308988764
6047,Merced,21786,20847,878,3427,46938,0.464144190208,0.44413907708,0.0187055264391,0.511012595876,0.488987404124,1.04504245215,0.956898925916
6049,Modoc,1368,2285,122,528,4303,0.317917731815,0.531024866372,0.0283523123402,0.374486723241,0.625513276759,0.598687089716,1.67032163743
6051,Mono,1580,1882,182,447,4091,0.386213639697,0.460034221462,0.0444879002689,0.456383593299,0.543616406701,0.839532412327,1.19113924051
6053,Monterey,57700,39794,3824,7240,108558,0.5315131082,0.366569023011,0.0352254094585,0.591831292182,0.408168707818,1.44996733176,0.689670710572
6055,Napa,24588,17439,2038,4254,48319,0.508868147106,0.360913926199,0.0421780252075,0.585052466272,0.414947533728,1.40994323069,0.70924841386
6057,Nevada,15369,21784,2736,3330,43219,0.355607487448,0.504037576066,0.0633054906407,0.413667806099,0.586332193901,0.705517811238,1.41739865964
6059,Orange,327485,446717,24179,66195,864576,0.378781044119,0.516689105411,0.0279663094974,0.422996840618,0.577003159382,0.733092763427,1.36408385117
6061,Placer,34981,49808,3096,6542,94427,0.370455484131,0.527476251496,0.0327872324653,0.412565309179,0.587434690821,0.702316896884,1.42385866613
6063,Plumas,3540,4905,386,919,9750,0.363076923077,0.503076923077,0.0395897435897,0.41918294849,0.58081705151,0.721712538226,1.38559322034
6065,Riverside,168579,178611,8942,35481,391613,0.430473452107,0.45609057922,0.0228337670098,0.485552579279,0.514447420721,0.943833246553,1.05950919154
6067,Sacramento,203019,166049,14490,23856,407414,0.498311300054,0.407568222987,0.0355657881172,0.550085621078,0.449914378922,1.22264512283,0.817898817352
6069,San Benito,7030,5384,448,1044,13906,0.505537178196,0.387171005321,0.0322163095067,0.566296117287,0.433703882713,1.30572065379,0.76586059744
6071,San Bernardino,183372,180135,10518,39330,413355,0.443618681279,0.435787640164,0.02544544036,0.504452458962,0.495547541038,1.01796985594,0.982347359466
6073,San Diego,389964,402876,28274,63037,884151,0.441060407102,0.455664247397,0.0319787004708,0.491857121235,0.508142878765,0.967950436363,1.03311074868
