County,CountyName,bush,clinton,other,perot,totalvotes,dPct,rPct,otherPct,dDRPct,rDRPct,leanD,leanR
5059,Hot Spring,3036,6308,63,1209,10616,0.59419743783,0.285983421251,0.00593443858327,0.675085616438,0.324914383562,2.07773386034,0.481293595434
5061,Howard,1728,2764,17,466,4975,0.555577889447,0.347336683417,0.00341708542714,0.615316117542,0.384683882458,1.59953703704,0.62518089725
5063,Independence,4232,7083,81,1444,12840,0.551635514019,0.329595015576,0.00630841121495,0.625983208131,0.374016791869,1.67367674858,0.597486940562
5065,Izard,1532,3419,31,606,5588,0.611846814603,0.274158911954,0.00554760200429,0.690567562109,0.309432437891,2.2317232376,0.448084235156
5067,Jackson,1864,4944,43,673,7524,0.657097288676,0.24774056353,0.00571504518873,0.726204465335,0.273795534665,2.65236051502,0.377022653722
5069,Jefferson,7525,21819,281,2067,31692,0.68847027641,0.237441625647,0.00886659093778,0.743559160305,0.256440839695,2.89953488372,0.344882900225
5071,Johnson,2563,3951,51,1013,7578,0.521377672209,0.338215888097,0.00673000791766,0.606539760516,0.393460239484,1.54155286773,0.648696532523
5073,Lafayette,1188,2273,14,504,3979,0.571249057552,0.298567479266,0.00351847197788,0.656746605027,0.343253394973,1.9132996633,0.522657281126
5075,Lawrence,2124,4146,23,636,6929,0.598354740944,0.306537739934,0.00331938230625,0.661244019139,0.338755980861,1.95197740113,0.512301013025
5077,Lee,1293,3436,29,308,5066,0.678247137781,0.255230951441,0.00572443742598,0.726580672447,0.273419327553,2.65738592421,0.376309662398
5079,Lincoln,1142,2805,10,390,4347,0.645272601794,0.262709914884,0.00230043708305,0.710666328857,0.289333671143,2.45621716287,0.407130124777
5081,Little River,1483,3327,18,890,5718,0.58184679958,0.259356418328,0.00314795383001,0.691683991684,0.308316008316,2.24342548887,0.445746919146
5083,Logan,3408,3995,64,1220,8687,0.45988258317,0.392310348797,0.00736733049384,0.539646089423,0.460353910577,1.17224178404,0.853066332916
5085,Lonoke,6253,7963,54,1554,15824,0.503222952477,0.395159251769,0.00341253791709,0.560143500281,0.439856499719,1.27346873501,0.785256812759
5087,Madison,2238,2415,26,598,5277,0.457646389994,0.424104604889,0.00492704187986,0.519019987105,0.480980012895,1.07908847185,0.926708074534
5089,Marion,2023,2757,138,1327,6245,0.441473178543,0.323939151321,0.0220976781425,0.576778242678,0.423221757322,1.36282748393,0.733768589046
5091,Miller,5273,7050,51,2249,14623,0.48211721261,0.360596320864,0.00348765643165,0.572100949444,0.427899050556,1.33699981035,0.747943262411
5093,Mississippi,4697,10046,238,981,15962,0.629369753164,0.294261370756,0.014910412229,0.68140812589,0.31859187411,2.13881200766,0.467549273343
5095,Monroe,1324,2578,15,355,4272,0.603464419476,0.309925093633,0.00351123595506,0.660686827268,0.339313172732,1.94712990937,0.513576415826
5097,Montgomery,1205,1904,27,576,3712,0.512931034483,0.324622844828,0.00727370689655,0.612415567707,0.387584432293,1.58008298755,0.632878151261
5099,Nevada,1217,2242,34,455,3948,0.567882472138,0.308257345491,0.00861195542047,0.648164209309,0.351835790691,1.84223500411,0.542818911686
5101,Newton,1730,1765,41,608,4144,0.425916988417,0.417471042471,0.00989382239382,0.505007153076,0.494992846924,1.02023121387,0.980169971671
5103,Ouachita,3711,7411,55,1238,12415,0.596939186468,0.298912605719,0.00443012484897,0.66633698975,0.33366301025,1.9970358394,0.500742140062
5105,Perry,1162,1906,24,412,3504,0.543949771689,0.331621004566,0.00684931506849,0.621251629726,0.378748370274,1.64027538726,0.609653725079
5107,Phillips,2695,6456,52,634,9837,0.656297651723,0.273965639931,0.00528616448104,0.705496667031,0.294503332969,2.39554730983,0.417441140025
5109,Pike,1577,2168,15,472,4232,0.512287334594,0.37263705104,0.00354442344045,0.578905206943,0.421094793057,1.37476220672,0.727398523985
5111,Poinsett,2425,5341,44,761,8571,0.623147824058,0.282930813207,0.00513359001283,0.687741437033,0.312258562967,2.2024742268,0.454034824939
5113,Polk,2757,3162,73,1225,7217,0.43813218789,0.382014687543,0.0101150062353,0.534211860112,0.465788139888,1.14689880305,0.871916508539
5115,Pope,8056,7704,113,1989,17862,0.431306684582,0.451013324376,0.00632627925204,0.48883248731,0.51116751269,0.956305858987,1.04569055036
5117,Prairie,1154,2366,2,434,3956,0.598078867543,0.291708796764,0.000505561172902,0.672159090909,0.327840909091,2.05025996534,0.487743026205
5119,Pulaski,47789,79482,935,8751,136957,0.580342735311,0.348934337055,0.00682696028681,0.624509904063,0.375490095937,1.66318608885,0.601255630206
5121,Randolph,1766,3921,49,578,6314,0.621000950269,0.279695913842,0.00776053215078,0.689467205908,0.310532794092,2.22027180068,0.45039530732
5123,St. Francis,3289,6548,32,766,10635,0.615702867889,0.30926187118,0.00300893276916,0.665650096574,0.334349903426,1.99087868653,0.502290775809
5125,Saline,10105,12671,134,2751,25661,0.493784341998,0.393788238962,0.00522193211488,0.556331225852,0.443668774148,1.25393369619,0.797490332255
5127,Scott,1695,2228,29,610,4562,0.48838228847,0.371547566857,0.00635686102587,0.567932704563,0.432067295437,1.31445427729,0.760771992819
5129,Searcy,1772,1679,30,503,3984,0.421435742972,0.444779116466,0.00753012048193,0.486525644741,0.513474355259,0.947516930023,1.05539011316
5131,Sebastian,16817,16570,249,6023,39659,0.417811845987,0.424039940493,0.00627852442069,0.496300955462,0.503699044538,0.985312481418,1.01490645745
5133,Sevier,1592,2558,218,643,5011,0.510476950708,0.317701057673,0.0435042905608,0.616385542169,0.383614457831,1.6067839196,0.622361219703
5135,Sharp,2486,3761,28,921,7196,0.522651473041,0.345469705392,0.00389105058366,0.602048983512,0.397951016488,1.51287208367,0.660994416379
5137,Stone,1672,2622,48,697,5039,0.520341337567,0.331811867434,0.00952569954356,0.610619469027,0.389380530973,1.56818181818,0.63768115942
5139,Union,7305,8786,570,1919,18580,0.472874058127,0.393164693219,0.0306781485468,0.546019514014,0.453980485986,1.20273785079,0.831436376053
5141,Van Buren,2612,3819,42,888,7361,0.518815378345,0.354843091971,0.00570574650183,0.593842326232,0.406157673768,1.46209800919,0.683948677664
5143,Washington,20292,22029,255,5304,47880,0.460087719298,0.42380952381,0.00532581453634,0.520521726802,0.479478273198,1.08560023655,0.921149393981
5145,White,8538,10494,165,2366,21563,0.486666975838,0.395956035802,0.00765199647544,0.551387137453,0.448612862547,1.22909346451,0.813607775872
5147,Woodruff,676,2589,3,227,3495,0.740772532189,0.193419170243,0.000858369098712,0.792955589587,0.207044410413,3.8298816568,0.261104673619
5149,Yell,2506,4165,32,940,7643,0.544943085176,0.327881721837,0.0041868376292,0.624344176285,0.375655823715,1.66201117318,0.601680672269
6001,Alameda,109292,334224,4986,81643,530145,0.630438842204,0.20615491988,0.00940497411086,0.753578224912,0.246421775088,3.05808293379,0.327002249988
6003,Alpine,222,215,8,186,631,0.340729001585,0.351822503962,0.0126782884311,0.491990846682,0.508009153318,0.968468468468,1.03255813953
6005,Amador,5477,5286,118,4553,15434,0.342490605157,0.354865880524,0.00764545807956,0.491127009198,0.508872990802,0.965126894285,1.03613318199
6007,Butte,31608,32489,686,20231,85014,0.382160585315,0.37179758628,0.00806925918084,0.506872396524,0.493127603476,1.02787269046,0.972883129675
6009,Calaveras,6006,5989,148,4848,16991,0.35248072509,0.353481254782,0.00871049379083,0.499291371405,0.500708628595,0.997169497169,1.00283853732
6011,Colusa,2589,1798,42,1206,5635,0.319077196096,0.459449866903,0.00745341614907,0.409847276043,0.590152723957,0.694476631904,1.43993325918
6013,Contra Costa,112965,194960,2380,72518,382823,0.509269296777,0.295084151161,0.00621697233447,0.633141186977,0.366858813023,1.72584428805,0.579426549036
6015,Del Norte,3083,3639,56,2575,9353,0.389073024698,0.329626857693,0.00598738372715,0.541356739066,0.458643260934,1.18034382095,0.84721077219
6017,El Dorado,25906,21012,466,17503,64887,0.323824494891,0.399247923313,0.00718171590611,0.447845176691,0.552154823309,0.811086234849,1.23291452503
6019,Fresno,89137,92418,1307,36299,219161,0.421689990464,0.406719261182,0.00596365229215,0.509035829363,0.490964170637,1.03680850825,0.964498257915
6021,Glenn,3812,2666,60,2278,8816,0.302404718693,0.432395644283,0.0068058076225,0.411546773696,0.588453226304,0.699370409234,1.42985746437
6023,Humboldt,18299,28854,528,12340,60021,0.48073174389,0.304876626514,0.00879692107762,0.611922889318,0.388077110682,1.57680747582,0.634192832883
6025,Imperial,9759,11109,203,4247,25318,0.438778734497,0.385456987124,0.00801801090134,0.532346175963,0.467653824037,1.13833384568,0.878476910613
6027,Inyo,3689,2695,81,1999,8464,0.318407372401,0.435845935728,0.00956994328922,0.422149122807,0.577850877193,0.73055028463,1.36883116883
6029,Kern,80762,60510,1100,36891,179263,0.337548741235,0.450522416784,0.00613623558682,0.428322668328,0.571677331672,0.749238503256,1.33468848124
6031,Kings,10673,9982,97,4899,25651,0.389146621964,0.416085142879,0.00378152898522,0.483272815299,0.516727184701,0.935257191043,1.06922460429
6033,Lake,6678,10548,190,5797,23213,0.454400551415,0.287683625555,0.0081850687115,0.612330198537,0.387669801463,1.5795148248,0.633105802048
6035,Lassen,3836,3388,134,3004,10362,0.326963906582,0.37019880332,0.0129318664351,0.468992248062,0.531007751938,0.883211678832,1.13223140496
6037,Los Angeles,799607,1446529,18643,488624,2753403,0.525360435795,0.290406816583,0.00677089405365,0.64400775376,0.35599224624,1.80904994579,0.552776335628
6039,Madera,13066,10863,160,6156,30245,0.35916680443,0.432005290131,0.0052901306001,0.453967988633,0.546032011367,0.831394458901,1.20279849029
6041,Marin,30479,76158,1084,22986,130707,0.582661984438,0.23318567483,0.00829335842763,0.714179881279,0.285820118721,2.49870402572,0.400207463431
6043,Mariposa,2982,3023,71,2211,8287,0.364788222517,0.359840714372,0.00856763605647,0.503413821815,0.496586178185,1.01374916164,0.986437313927
6045,Mendocino,7958,18344,483,9753,36538,0.502052657507,0.217800645903,0.0132191143467,0.697437457228,0.302562542772,2.30510178437,0.433820322721
6047,Merced,17981,20133,256,10914,49284,0.408509861213,0.364844574304,0.00519438357276,0.528231096185,0.471768903815,1.11968188644,0.893110813093
6049,Modoc,1803,1489,64,1269,4625,0.321945945946,0.389837837838,0.0138378378378,0.452308626974,0.547691373026,0.825845812535,1.21087978509
6051,Mono,1570,1489,48,1248,4355,0.341905855339,0.360505166475,0.0110218140069,0.486760379209,0.513239620791,0.948407643312,1.05439892545
6053,Monterey,36461,54861,895,24472,116689,0.470147143261,0.312463042789,0.00766996032188,0.600742427893,0.399257572107,1.50464880283,0.66460691566
6055,Napa,15662,24215,428,13150,53455,0.452997848658,0.292994107193,0.00800673463661,0.60724226998,0.39275773002,1.54609883795,0.64678918026
6057,Nevada,17343,15433,353,11072,44201,0.349154996493,0.392366688536,0.0079862446551,0.470862826458,0.529137173542,0.889869111457,1.12376077237
6059,Orange,426613,306930,6612,232394,972549,0.315593353137,0.438654504812,0.00679862916933,0.418421278644,0.581578721356,0.719457681787,1.38993581598
6061,Placer,38298,30783,544,21741,91366,0.33691964188,0.419171245321,0.00595407481995,0.445607330525,0.554392669475,0.803775654081,1.24412825261
6063,Plumas,3599,3742,57,2551,9949,0.376118202834,0.361744898985,0.00572921901699,0.509739817464,0.490260182536,1.03973325924,0.961785141635
6065,Riverside,159457,166241,2344,102233,430275,0.386359886119,0.370593225263,0.00544767881006,0.510414555816,0.489585444184,1.04254438501,0.959191775795
6067,Sacramento,160366,197540,4194,91412,453512,0.435578330893,0.353609165799,0.00924782585687,0.551932630355,0.448067369645,1.23180724094,0.811815328541
6069,San Benito,4112,5354,91,3182,12739,0.420284166732,0.322788287935,0.00714341785069,0.565603211494,0.434396788506,1.30204280156,0.768023907359
6071,San Bernardino,176563,183634,4690,109183,474070,0.387356297593,0.372440778788,0.00989305376843,0.509815462094,0.490184537906,1.04004802818,0.961494058834
